ID	UniProtKB	KEGG ID	KO Number	GO terms	
HVAEP14.T027049.4	Q99JI4	PSMD6_MOUSE	mmu:66413;		proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle [GO:0005838]; enzyme regulator activity [GO:0030234]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
HVAEP14.T027056.1	Q9CUX1	P52K_MOUSE	mmu:72981;		nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; protein dimerization activity [GO:0046983]
HVAEP14.T027063.1	Q8ND61	CC020_HUMAN	hsa:84077;		cytoplasm [GO:0005737]; membrane [GO:0016020]
HVAEP14.T027064.1	P08419	CEL2A_PIG	ssc:397197;		extracellular region [GO:0005576]; extracellular space [GO:0005615]; endopeptidase activity [GO:0004175]; serine-type endopeptidase activity [GO:0004252]; insulin catabolic process [GO:1901143]; proteolysis [GO:0006508]; regulation of insulin secretion [GO:0050796]; regulation of platelet aggregation [GO:0090330]; response to insulin [GO:0032868]
HVAEP14.T027068.2	Q9UDR5	AASS_HUMAN	hsa:10157;		cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; histone binding [GO:0042393]; saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity [GO:0047131]; saccharopine dehydrogenase (NAD+, L-lysine-forming) activity [GO:0004754]; saccharopine dehydrogenase (NADP+, L-lysine-forming) activity [GO:0047130]; saccharopine dehydrogenase activity [GO:0004753]; transcription corepressor activity [GO:0003714]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; lysine biosynthetic process via aminoadipic acid [GO:0019878]; lysine catabolic process [GO:0006554]; negative regulation of transcription by RNA polymerase II [GO:0000122]
HVAEP14.T027070.1	Q9D9H2	CLDN2_MOUSE	mmu:74276;		plasma membrane [GO:0005886]
HVAEP14.T027071.1	Q5ZHN9	PGPS1_CHICK	gga:422087;		mitochondrion [GO:0005739]; ATP binding [GO:0005524]; CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [GO:0008444]; cardiolipin biosynthetic process [GO:0032049]
HVAEP14.T027074.1	Q9Y5R4	HEMK1_HUMAN	hsa:51409;		mitochondrion [GO:0005739]; DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; protein methyltransferase activity [GO:0008276]; protein-(glutamine-N5) methyltransferase activity [GO:0102559]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; DNA methylation [GO:0006306]
HVAEP14.T027077.1	Q3TZX8	NOL9_MOUSE	mmu:74035;		intermediate filament cytoskeleton [GO:0045111]; nucleolus [GO:0005730]; nucleus [GO:0005634]; ATP binding [GO:0005524]; polynucleotide 5'-hydroxyl-kinase activity [GO:0051731]; RNA binding [GO:0003723]; cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448]; maturation of 5.8S rRNA [GO:0000460]; phosphorylation [GO:0016310]; RNA processing [GO:0006396]
HVAEP14.T027084.1	Q8BUH1	TXN4B_MOUSE	mmu:234723;		cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]; cell cycle [GO:0007049]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of cell population proliferation [GO:0008284]
HVAEP14.T027091.1	D4A208	SRGP2_RAT			cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; dendritic spine head [GO:0044327]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; GTPase activator activity [GO:0005096]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; small GTPase binding [GO:0031267]; actin filament severing [GO:0051014]; dendritic spine development [GO:0060996]; excitatory synapse assembly [GO:1904861]; extension of a leading process involved in cell motility in cerebral cortex radial glia guided migration [GO:0021816]; filopodium assembly [GO:0046847]; inhibitory synapse assembly [GO:1904862]; lamellipodium assembly involved in ameboidal cell migration [GO:0003363]; negative regulation of cell migration [GO:0030336]; negative regulation of neuron migration [GO:2001223]; neuron projection morphogenesis [GO:0048812]; positive regulation of GTPase activity [GO:0043547]; regulation of cell migration [GO:0030334]; signal transduction [GO:0007165]; substrate adhesion-dependent cell spreading [GO:0034446]
HVAEP14.T027095.1	O43295	SRGP3_HUMAN	hsa:9901;		cytoplasm [GO:0005737]; cytosol [GO:0005829]; GTPase activator activity [GO:0005096]; negative regulation of cell migration [GO:0030336]; regulation of small GTPase mediated signal transduction [GO:0051056]; signal transduction [GO:0007165]
HVAEP14.T027097.1	Q5XGI3	FBXL5_XENTR	xtr:496483;		perinuclear region of cytoplasm [GO:0048471]; SCF ubiquitin ligase complex [GO:0019005]; iron ion binding [GO:0005506]; iron ion homeostasis [GO:0055072]; protein ubiquitination [GO:0016567]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]
HVAEP14.T027098.1	Q32L85	SMDC1_BOVIN	bta:618888;		cytoplasmic vesicle membrane [GO:0030659]
HVAEP14.T027102.1	Q8IZP9	AGRG2_HUMAN	hsa:10149;		apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell surface receptor signaling pathway [GO:0007166]; G protein-coupled receptor signaling pathway [GO:0007186]; spermatogenesis [GO:0007283]
HVAEP14.T027103.4	Q9NYL9	TMOD3_HUMAN	hsa:29766;		adherens junction [GO:0005912]; cytoskeleton [GO:0005856]; myofibril [GO:0030016]; striated muscle thin filament [GO:0005865]; actin binding [GO:0003779]; cadherin binding involved in cell-cell adhesion [GO:0098641]; tropomyosin binding [GO:0005523]; actin filament organization [GO:0007015]; erythrocyte development [GO:0048821]; mitotic cell cycle phase transition [GO:0044772]; muscle contraction [GO:0006936]; myofibril assembly [GO:0030239]; pointed-end actin filament capping [GO:0051694]; positive regulation of mitotic cell cycle phase transition [GO:1901992]
HVAEP14.T027104.1	A7YWP4	HUTH_BOVIN	bta:615205;		cytoplasm [GO:0005737]; ammonia-lyase activity [GO:0016841]; histidine ammonia-lyase activity [GO:0004397]; histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]
HVAEP14.T027112.1	F4JTP5	STY46_ARATH	ath:AT4G38470;		cytosol [GO:0005829]; ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; cellular response to hypoxia [GO:0071456]; chloroplast organization [GO:0009658]; protein phosphorylation [GO:0006468]; response to abscisic acid [GO:0009737]
HVAEP14.T027120.1	A7YWP4	HUTH_BOVIN	bta:615205;		cytoplasm [GO:0005737]; ammonia-lyase activity [GO:0016841]; histidine ammonia-lyase activity [GO:0004397]; histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]
HVAEP14.T027121.1	Q8IZF6	AGRG4_HUMAN	hsa:139378;		membrane [GO:0016020]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell surface receptor signaling pathway [GO:0007166]; G protein-coupled receptor signaling pathway [GO:0007186]
HVAEP14.T027124.1	P0C8H7	RIR1_ASFK5			ATP binding [GO:0005524]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]; deoxyribonucleotide biosynthetic process [GO:0009263]; DNA replication [GO:0006260]
HVAEP14.T027130.1	Q00946	VPRT_ASFB7	vg:22220340;		host cell cytoplasm [GO:0030430]; virion component [GO:0044423]; cysteine-type endopeptidase activity [GO:0004197]; proteolysis [GO:0006508]; viral protein processing [GO:0019082]
HVAEP14.T027139.1	Q9CUX1	P52K_MOUSE	mmu:72981;		nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; protein dimerization activity [GO:0046983]
HVAEP14.T027140.1	Q9CUX1	P52K_MOUSE	mmu:72981;		nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; protein dimerization activity [GO:0046983]
HVAEP14.T027142.1	O95490	AGRL2_HUMAN	hsa:23266;		membrane [GO:0016020]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; carbohydrate binding [GO:0030246]; G protein-coupled receptor activity [GO:0004930]; latrotoxin receptor activity [GO:0016524]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; brain development [GO:0007420]; cell surface receptor signaling pathway [GO:0007166]; G protein-coupled receptor signaling pathway [GO:0007186]
HVAEP15.T027146.1	Q91ZW6	TMLH_RAT	rno:170898;		mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; trimethyllysine dioxygenase activity [GO:0050353]; carnitine biosynthetic process [GO:0045329]
HVAEP15.T027156.1	Q9UR07	TF211_SCHPO	spo:SPBC1289.17;		nucleus [GO:0005634]; aspartic-type endopeptidase activity [GO:0004190]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]
HVAEP15.T027159.1	Q8N8R7	AL14E_HUMAN	hsa:120534;		cytosol [GO:0005829]; focal adhesion [GO:0005925]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
HVAEP15.T027173.1	Q16960	DYI3_HELCR			cilium [GO:0005929]; cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]
HVAEP15.T027175.1	A4IJ15	CFA97_XENTR	xtr:100124762;		spermatogenesis [GO:0007283]
HVAEP15.T027178.1	Q3SYV5	TSN33_BOVIN	bta:539284;		adherens junction [GO:0005912]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]
HVAEP15.T027179.2	E7EYQ9	TM216_DANRE			ciliary transition zone [GO:0035869]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; membrane [GO:0016020]; cilium assembly [GO:0060271]; convergent extension involved in gastrulation [GO:0060027]; non-motile cilium assembly [GO:1905515]
HVAEP15.T027181.1	Q91X17	UROM_MOUSE	mmu:22242;		apical part of cell [GO:0045177]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; spindle pole [GO:0000922]; calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201]; IgG binding [GO:0019864]; antibacterial innate immune response [GO:0140367]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; autophagy [GO:0006914]; calcium ion homeostasis [GO:0055074]; cellular calcium ion homeostasis [GO:0006874]; cellular chloride ion homeostasis [GO:0030644]; cellular phosphate ion homeostasis [GO:0030643]; cellular response to unfolded protein [GO:0034620]; cellular sodium ion homeostasis [GO:0006883]; chaperone-mediated protein folding [GO:0061077]; chemical homeostasis [GO:0048878]; chloride ion homeostasis [GO:0055064]; citric acid secretion [GO:0046720]; collecting duct development [GO:0072044]; connective tissue replacement [GO:0097709]; creatinine homeostasis [GO:0097273]; defense response to Gram-negative bacterium [GO:0050829]; endoplasmic reticulum organization [GO:0007029]; gene expression [GO:0010467]; glomerular filtration [GO:0003094]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; inflammatory response [GO:0006954]; ion homeostasis [GO:0050801]; juxtaglomerular apparatus development [GO:0072051]; kidney development [GO:0001822]; leukocyte cell-cell adhesion [GO:0007159]; lipid metabolic process [GO:0006629]; loop of Henle development [GO:0072070]; metanephric ascending thin limb development [GO:0072218]; metanephric distal convoluted tubule development [GO:0072221]; metanephric thick ascending limb development [GO:0072233]; micturition [GO:0060073]; multicellular organismal homeostasis [GO:0048871]; multicellular organismal response to stress [GO:0033555]; neutrophil migration [GO:1990266]; organ or tissue specific immune response [GO:0002251]; peptidyl-threonine phosphorylation [GO:0018107]; phosphate ion homeostasis [GO:0055062]; potassium ion homeostasis [GO:0055075]; protein localization to vacuole [GO:0072665]; protein phosphorylation [GO:0006468]; protein transport into plasma membrane raft [GO:0044861]; regulation of blood pressure [GO:0008217]; regulation of protein transport [GO:0051223]; regulation of urine volume [GO:0035809]; renal sodium ion absorption [GO:0070294]; renal urate salt excretion [GO:0097744]; renal water homeostasis [GO:0003091]; response to endoplasmic reticulum stress [GO:0034976]; response to lipopolysaccharide [GO:0032496]; response to unfolded protein [GO:0006986]; response to water deprivation [GO:0009414]; response to xenobiotic stimulus [GO:0009410]; RNA splicing [GO:0008380]; sodium ion homeostasis [GO:0055078]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; ubiquitin-dependent ERAD pathway [GO:0030433]; urate transport [GO:0015747]; urea transmembrane transport [GO:0071918]; water homeostasis [GO:0030104]
HVAEP15.T027182.1	Q9DEE9	ARP6_CHICK	gga:395348;		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleolus [GO:0005730]; nucleus [GO:0005634]; Swr1 complex [GO:0000812]; nucleosome binding [GO:0031491]; chromatin remodeling [GO:0006338]; negative regulation of transcription by RNA polymerase I [GO:0016479]; nucleolus organization [GO:0007000]; positive regulation of transcription by RNA polymerase I [GO:0045943]
HVAEP15.T027183.1	Q56JX3	RL31_BOVIN	bta:534279;		cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]
HVAEP15.T027185.1	Q5E9U9	NPRL2_BOVIN			GATOR1 complex [GO:1990130]; lysosomal membrane [GO:0005765]; vacuolar membrane [GO:0005774]; GTPase activator activity [GO:0005096]; cellular response to amino acid starvation [GO:0034198]; negative regulation of TORC1 signaling [GO:1904262]; positive regulation of autophagy [GO:0010508]
HVAEP15.T027186.1	O42260	GEMI2_XENLA			cytosol [GO:0005829]; Gemini of coiled bodies [GO:0097504]; SMN complex [GO:0032797]; SMN-Sm protein complex [GO:0034719]; spliceosomal complex [GO:0005681]; spliceosomal complex assembly [GO:0000245]; spliceosomal snRNP assembly [GO:0000387]
HVAEP15.T027188.1	Q8R0K9	E2F4_MOUSE	mmu:104394;		chromatin [GO:0000785]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; promoter-specific chromatin binding [GO:1990841]; protein dimerization activity [GO:0046983]; protein domain specific binding [GO:0019904]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]; animal organ morphogenesis [GO:0009887]; blood circulation [GO:0008015]; cell volume homeostasis [GO:0006884]; centriole assembly [GO:0098534]; cilium assembly [GO:0060271]; epithelial cell development [GO:0002064]; motile cilium assembly [GO:0044458]; multi-ciliated epithelial cell differentiation [GO:1903251]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell cycle [GO:0051726]; regulation of cell population proliferation [GO:0042127]; regulation of cell size [GO:0008361]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transcription involved in G1/S transition of mitotic cell cycle [GO:0000083]
HVAEP15.T027189.2	A2AVA0	SVEP1_MOUSE	mmu:64817;		cytoplasm [GO:0005737]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; nucleus [GO:0005634]; calcium ion binding [GO:0005509]; chromatin binding [GO:0003682]; cell migration [GO:0016477]; epidermis development [GO:0008544]; epithelial cell-cell adhesion [GO:0090136]; gene expression [GO:0010467]; lymph circulation [GO:0003017]; lymph vessel development [GO:0001945]; lymph vessel morphogenesis [GO:0036303]; Tie signaling pathway [GO:0048014]; tight junction organization [GO:0120193]
HVAEP15.T027192.2	Q8TB96	TIP_HUMAN	hsa:81533;		extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]
HVAEP15.T027193.2	Q922L6	NELFD_MOUSE	mmu:57314;		NELF complex [GO:0032021]; nucleus [GO:0005634]; RNA binding [GO:0003723]; negative regulation of transcription elongation by RNA polymerase II [GO:0034244]
HVAEP15.T027194.1	A2VDP5	ENPP4_BOVIN	bta:538583;		plasma membrane [GO:0005886]; bis(5'-adenosyl)-triphosphatase activity [GO:0047710]; metal ion binding [GO:0046872]; blood coagulation [GO:0007596]; positive regulation of blood coagulation [GO:0030194]; purine ribonucleoside catabolic process [GO:0046130]
HVAEP15.T027196.1	P21894	SYAC_BOMMO	bmor:693023;		cytoplasm [GO:0005737]; alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; alanyl-tRNA aminoacylation [GO:0006419]
HVAEP15.T027197.2	Q9H4G4	GAPR1_HUMAN	hsa:152007;		extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; protein homodimerization activity [GO:0042803]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]
HVAEP15.T027198.1	P35458	DCTN1_CHICK	gga:426238;		axon [GO:0030424]; cell cortex [GO:0005938]; cell cortex region [GO:0099738]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; dynein complex [GO:0030286]; kinetochore [GO:0000776]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; microtubule plus-end [GO:0035371]; nucleus [GO:0005634]; spindle pole [GO:0000922]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; cell division [GO:0051301]; cytoplasmic microtubule organization [GO:0031122]; establishment of mitotic spindle orientation [GO:0000132]; nuclear migration [GO:0007097]; positive regulation of intracellular protein transport [GO:0090316]; regulation of mitotic spindle organization [GO:0060236]
HVAEP15.T027200.1	Q6R2W3	SCND3_HUMAN	hsa:114821;		cytoplasm [GO:0005737]; nucleus [GO:0005634]; nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]; positive regulation of cell cycle [GO:0045787]; positive regulation of epithelial cell proliferation [GO:0050679]
HVAEP15.T027201.1	Q6R2W3	SCND3_HUMAN	hsa:114821;		cytoplasm [GO:0005737]; nucleus [GO:0005634]; nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]; positive regulation of cell cycle [GO:0045787]; positive regulation of epithelial cell proliferation [GO:0050679]
HVAEP15.T027202.1	Q6DFE7	S38A7_XENLA	xla:100049087;		lysosomal membrane [GO:0005765]; L-asparagine:sodium symporter activity [GO:0140901]; L-glutamine:sodium symporter activity [GO:0140902]; asparagine transport [GO:0006867]; glutamine transport [GO:0006868]
HVAEP15.T027203.1	A1L252	RANB9_DANRE	dre:558976;		cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; cell surface receptor signaling pathway [GO:0007166]; cytoskeleton organization [GO:0007010]; retina development in camera-type eye [GO:0060041]
HVAEP15.T027205.1	Q28DB5	ALAT2_XENTR	xtr:549559;		L-alanine:2-oxoglutarate aminotransferase activity [GO:0004021]; pyridoxal phosphate binding [GO:0030170]; 2-oxoglutarate metabolic process [GO:0006103]; biosynthetic process [GO:0009058]; L-alanine catabolic process [GO:0042853]; L-alanine metabolic process [GO:0042851]
HVAEP15.T027208.1	Q6NYL5	ALAT2_DANRE			L-alanine:2-oxoglutarate aminotransferase activity [GO:0004021]; pyridoxal phosphate binding [GO:0030170]; 2-oxoglutarate metabolic process [GO:0006103]; biosynthetic process [GO:0009058]; L-alanine catabolic process [GO:0042853]; L-alanine metabolic process [GO:0042851]
HVAEP15.T027209.1	Q504A5	TPMT_DANRE			cytoplasm [GO:0005737]; thiopurine S-methyltransferase activity [GO:0008119]; methylation [GO:0032259]
HVAEP15.T027210.1	Q504A5	TPMT_DANRE			cytoplasm [GO:0005737]; thiopurine S-methyltransferase activity [GO:0008119]; methylation [GO:0032259]
HVAEP15.T027212.1	Q2Y6S0	TPMT_NITMU	nmu:Nmul_A2259;		cytoplasm [GO:0005737]; thiopurine S-methyltransferase activity [GO:0008119]; methylation [GO:0032259]; response to metal ion [GO:0010038]
HVAEP15.T027213.1	Q504A5	TPMT_DANRE			cytoplasm [GO:0005737]; thiopurine S-methyltransferase activity [GO:0008119]; methylation [GO:0032259]
HVAEP15.T027214.1	Q8N2H4	SYS1_HUMAN	hsa:90196;		cytosol [GO:0005829]; Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]; trans-Golgi network membrane [GO:0032588]; Golgi to endosome transport [GO:0006895]; Golgi to plasma membrane protein transport [GO:0043001]; protein localization to Golgi apparatus [GO:0034067]
HVAEP15.T027215.1	Q70IA6	MOB2_HUMAN	hsa:81532;		cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; metal ion binding [GO:0046872]; protein kinase activator activity [GO:0030295]; positive regulation of protein phosphorylation [GO:0001934]; signal transduction [GO:0007165]
HVAEP15.T027217.1	Q6GQX6	ANKS6_MOUSE			ciliary inversin compartment [GO:0097543]; cytoplasm [GO:0005737]; identical protein binding [GO:0042802]; determination of left/right symmetry [GO:0007368]; heart development [GO:0007507]; in utero embryonic development [GO:0001701]; kidney development [GO:0001822]
HVAEP15.T027218.1	Q96BP2	CHCH1_HUMAN	hsa:118487;		cytosol [GO:0005829]; fibrillar center [GO:0001650]; mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; RNA binding [GO:0003723]; mitochondrial translation [GO:0032543]
HVAEP15.T027220.2	Q9DCV4	RMD1_MOUSE	mmu:66302;		cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; mitotic spindle pole [GO:0097431]; spindle microtubule [GO:0005876]; microtubule binding [GO:0008017]
HVAEP15.T027221.1	Q5RJU3	CC103_XENTR	xtr:496703;		extracellular region [GO:0005576]; motile cilium [GO:0031514]; outer dynein arm [GO:0036157]; determination of left/right symmetry [GO:0007368]; epithelial cilium movement involved in extracellular fluid movement [GO:0003351]; inner dynein arm assembly [GO:0036159]
HVAEP15.T027222.1	P68827	NAGPA_BOVIN			Golgi cisterna membrane [GO:0032580]; N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase activity [GO:0003944]; protein glycosylation [GO:0006486]; secretion of lysosomal enzymes [GO:0033299]
HVAEP15.T027223.1	Q8R2N2	UTP4_MOUSE	mmu:21771;		90S preribosome [GO:0030686]; chromosome [GO:0005694]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; t-UTP complex [GO:0034455]; maturation of SSU-rRNA [GO:0030490]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; regulation of DNA-templated transcription [GO:0006355]
HVAEP15.T027224.2	Q9DED4	CIRBB_XENLA	xla:379484;		cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; enzyme binding [GO:0019899]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; ribosome binding [GO:0043022]; cell migration [GO:0016477]; embryo development ending in birth or egg hatching [GO:0009792]; gastrulation [GO:0007369]; mRNA stabilization [GO:0048255]; negative regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060212]; neurogenesis [GO:0022008]; positive regulation of translation [GO:0045727]; pronephros development [GO:0048793]; response to cold [GO:0009409]
HVAEP15.T027225.1	U6A492	NCOA5_SCHMD			nucleus [GO:0005634]; RNA binding [GO:0003723]; regeneration [GO:0031099]; stem cell population maintenance [GO:0019827]
HVAEP15.T027226.1	A0A345BJN8	CLZ9_COCLU			membrane [GO:0016020]; nucleic acid binding [GO:0003676]; transmembrane transporter activity [GO:0022857]
HVAEP15.T027227.1	Q92556	ELMO1_HUMAN	hsa:9844;		cytoplasm [GO:0005737]; cytosol [GO:0005829]; guanyl-nucleotide exchange factor complex [GO:0032045]; membrane [GO:0016020]; plasma membrane [GO:0005886]; SH3 domain binding [GO:0017124]; actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; apoptotic process [GO:0006915]; cell migration [GO:0016477]; cell motility [GO:0048870]; phagocytosis, engulfment [GO:0006911]; Rac protein signal transduction [GO:0016601]; regulation of catalytic activity [GO:0050790]
HVAEP15.T027228.1	Q3MHM5	TBB4B_BOVIN	bta:539149;		cytoplasm [GO:0005737]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; mitotic spindle [GO:0072686]; double-stranded RNA binding [GO:0003725]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]
HVAEP15.T027229.1	P36221	TBB1_NOTNE			cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]
HVAEP15.T027240.1	Q28106	CNTN1_BOVIN	bta:281705;		plasma membrane [GO:0005886]; cell adhesion [GO:0007155]; neuron projection development [GO:0031175]; Notch signaling pathway [GO:0007219]
HVAEP15.T027241.1	P28075	PSB5_RAT	rno:29425;		cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]; endopeptidase activity [GO:0004175]; peptidase activity [GO:0008233]; threonine-type endopeptidase activity [GO:0004298]; proteasomal protein catabolic process [GO:0010498]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; proteolysis [GO:0006508]; response to oxidative stress [GO:0006979]
HVAEP15.T027242.1	P35668	GSHB_XENLA	xla:394329;		ATP binding [GO:0005524]; glutathione binding [GO:0043295]; glutathione synthase activity [GO:0004363]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]
HVAEP15.T027246.1	A1VGB0	HLDD_DESVV	dvl:Dvul_2460;		ADP-glyceromanno-heptose 6-epimerase activity [GO:0008712]; NADP binding [GO:0050661]; ADP-L-glycero-beta-D-manno-heptose biosynthetic process [GO:0097171]; carbohydrate metabolic process [GO:0005975]
